"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"171264840","Standard ","6","Direct Billed to Insured","Pre-paid","N","43409","31","2002","CHRY CONCORDLXI  ","Intermediate","-1","14","1","Work    ","10","5","Unknown","Not Applicable","N","5","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","63","63","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","39.2","Preferred","Y","Y","100-200","2006","Y","N","500.32","0","0.0","0.0","0.0","0.0"
"171362131","Standard ","6","Direct Billed to Insured","Pre-paid","N","42413","32","1993","TYTA COROLLA     ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","50000","250-500","100000","N","-1","Y","250","1","0","1","0","1","0","1","0","1","61","61","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","15.5","Standard","Y","Y","100-400","2006","Y","N","436.72","0","0.0","0.0","0.0","0.0"
"171398333","Preferred","6","Direct Billed to Insured","Installment","N","42361","30","2000","TYTA CAMRY       ","Standard","-1","12","1","Work    ","25","5","Unknown","Not Applicable","Y","8","2000","100-300","100000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","N","423","16.1","Hybrid","N","Y","100-200","2006","Y","N","773.8","0","0.0","0.0","0.0","0.0"
"171453432","Standard ","6","Direct Billed to Insured","Installment","N","42964","30","2005","FORD F-250 SUPE  ","Standard","-1","16","99","Work    ","8","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","16.0","Preferred","Y","Y","40-100 ","2006","Y","N","580.88","0","0.0","0.0","0.0","0.0"
"171493531","Standard ","6","Direct Billed to Insured","Pre-paid","N","43008","30","1995","CHEV S10 PICKUP  ","Standard","-1","6","1","Work    ","10","5","Unknown","Not Applicable","N","9","5000","25-50  ","25000","N","-1","Y","100","1","0","1","0","0","1","0","0","1","67","67","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","430","15.5","Standard","Y","Y","20-50","2006","Y","N","447.32","0","0.0","0.0","0.0","0.0"
"171950533","Standard ","6","Direct Billed to Insured","Pre-paid","N","43846","31","1991","MERC GR MAR LS   ","Standard","-1","7","1","Farm    ","-1","5","Unknown","Not Applicable","N","9","1000","250-500","50000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","93","93","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","N","438","15.7","Non-standard","N","N","100-400","2006","N","N","117.66","0","0.0","0.0","0.0","0.0"
"171972331","Standard ","6","Direct Billed to Insured","Installment","N","43065","27","1990","CHEV PICKUP1500  ","Standard","-1","8","99","Work    ","14","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","15.5","Hybrid","N","N","20-50","2006","Y","N","151.58","0","0.0","0.0","0.0","0.0"
"172011831","Standard ","6","Direct Billed to Insured","Pre-paid","N","43870","31","1992","OLDS CUT CIE S   ","Standard","-1","3","1","Work    ","13","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","72","72","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","438","15.5","Standard","N","N","20-50","2006","Y","N","131.44","0","0.0","0.0","0.0","0.0"
"172097532","Standard ","6","Direct Billed to Insured","Installment","N","42880","35","1995","MITS MIGHTY MAX  ","Standard","-1","13","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","5000","100-300","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","16.0","Preferred","Y","N","100-200","2006","Y","N","157.94","2","103.55","4.0","51.775","0.66"
"172345431","Standard ","6","Direct Billed to Insured","Pre-paid","N","43855","31","2001","MERC GR MAR GS   ","Standard","-1","8","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","5000","25-50  ","25000","N","-1","Y","250","2","1","1","0","2","1","1","0","2","74","78","0","0","0","0","0","0","0","2","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","15.5","Standard","Y","Y","20-50","2006","Y","N","288.32","0","0.0","0.0","0.0","0.0"
"172740131","Standard ","6","Direct Billed to Insured","Installment","N","42421","37","2004","CHRY PT CRUISER  ","Standard","-1","12","99","Work    ","14","5","Unknown","Alarm Only","Y","3","5000","100-300","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","15.5","Non-standard","Y","Y","100-200","2006","Y","N","504.56","0","0.0","0.0","0.0","0.0"
"172794940","Standard ","6","Direct Billed to Insured","Pre-paid","N","42585","31","2000","TYTA CAMRY       ","Standard","-1","12","1","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","5000","100-300","50000","N","-1","Y","250","1","0","1","0","1","0","1","0","1","51","51","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","33.8","Non-standard","Y","Y","100-200","2006","Y","N","465.34","0","0.0","0.0","0.0","0.0"
"172859734","Standard ","6","Direct Billed to Insured","Installment","N","42460","35","2005","FORD EXPEDITION  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","35","35","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","15.1","Preferred","Y","Y","100-200","2006","Y","N","487.6","0","0.0","0.0","0.0","0.0"
"172942231","Standard ","6","Direct Billed to Insured","Pre-paid","N","42787","31","2000","BUIK LESABRE CU  ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","Y","7","5000","100-300","50000","N","-1","Y","250","1","0","1","0","0","1","0","0","1","85","85","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","427","15.5","Standard","N","Y","100-200","2006","Y","N","337.08","0","0.0","0.0","0.0","0.0"
"173407331","Standard ","6","Direct Billed to Insured","Pre-paid","N","43764","20","2003","CHEV S10 PICKUP  ","Standard","-1","13","1","Work    ","8","5","Unknown","Not Applicable","Y","5","-1","25-50  ","25000","N","-1","Y","1000","1","1","0","1","0","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","437","15.5","Hybrid","N","Y","20-50","2006","Y","N","377.36","0","0.0","0.0","0.0","0.0"
"173439430","Standard ","6","Direct Billed to Insured","Installment","N","42849","35","2003","FORD EXPXLS-SPT  ","Standard","-1","8","1","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","50-100 ","50000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","65","65","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","15.0","Preferred","N","Y","40-100 ","2006","Y","N","354.04","0","0.0","0.0","0.0","0.0"
"173518931","Standard ","6","Direct Billed to Insured","Installment","Y","42885","35","1990","PONT BONNEV LE   ","Standard","-1","5","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","428","15.3","Non-standard","N","N","20-50","2006","Y","N","213.06","1","5648.11","2.0","5648.11","26.51"
"173803540","Standard ","6","Direct Billed to Insured","Pre-paid","N","42385","35","2004","CHEV MALIBU LT   ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Not Applicable","Y","3","1000","100-300","50000","N","-1","Y","250","1","0","1","0","0","1","0","0","1","87","87","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","423","37.6","Preferred","N","Y","100-200","2006","Y","N","548.02","0","0.0","0.0","0.0","0.0"
"173920230","Standard ","6","Direct Billed to Insured","Installment","N","42898","30","2002","JEEP GRCHER LAR  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","100-300","100000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","428","15.0","Preferred","Y","Y","100-200","2006","Y","N","373.12","0","0.0","0.0","0.0","0.0"
"173997432","Standard ","6","Direct Billed to Insured","Pre-paid","N","42528","35","2006","CHEV SILVERADO   ","Standard","-1","18","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","1000","100-300","50000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","73","73","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","15.5","Preferred","Y","Y","100-200","2006","Y","N","677.34","0","0.0","0.0","0.0","0.0"
"174025331","Standard ","6","Direct Billed to Insured","Installment","N","43022","30","2003","HOND PILOT EX-L  ","Standard","-1","13","1","Work    ","4","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","100-300","50000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","59","59","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","430","15.5","Preferred","N","Y","100-200","2006","Y","N","466.4","0","0.0","0.0","0.0","0.0"
"174137233","Standard ","6","Direct Billed to Insured","Installment","N","43911","31","1988","FORD BRONCO II   ","Standard","-1","11","1","Business","50","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","0","1","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","439","15.7","Non-standard","N","N","20-50","2006","Y","N","161.12","0","0.0","0.0","0.0","0.0"
"174277831","Standard ","6","Direct Billed to Insured","Installment","N","52207","31","2001","MERC GR MAR LS   ","Standard","-1","10","1","Work    ","4","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","5000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","59","59","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","522","15.5","Preferred","Y","Y","100-200","2006","Y","N","384.78","0","0.0","0.0","0.0","0.0"
"174474030","Standard ","6","Direct Billed to Insured","Installment","N","44139","31","2003","FORD EXPDTNEDBR  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","100-300","50000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","441","15.0","Preferred","Y","Y","100-200","2006","Y","N","397.5","0","0.0","0.0","0.0","0.0"
"174697040","Standard ","6","Direct Billed to Insured","Pre-paid","N","42622","31","1996","FORD EXPLORER    ","Standard","-1","7","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","10000","250-500","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","63","63","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","426","37.8","Preferred","N","N","100-400","2006","Y","N","172.78","0","0.0","0.0","0.0","0.0"
"174822427","Standard ","6","Direct Billed to Insured","Pre-paid","N","44113","31","1991","BUIK CENTURYLTD  ","Standard","-1","6","1","Work    ","4","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","2","1","1","0","0","1","0","0","2","51","64","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","441","15.0","Hybrid","N","N","20-50","2006","Y","N","133.56","0","0.0","0.0","0.0","0.0"
"175083031","Standard ","6","Direct Billed to Insured","Installment","N","42550","30","2000","FORD F150 WORK   ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Not Applicable","Y","7","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","15.5","Hybrid","Y","Y","100-200","2006","Y","N","356.16","0","0.0","0.0","0.0","0.0"
"175084231","Standard ","6","Direct Billed to Insured","Pre-paid","N","43362","31","1988","DODG ARIES AMER  ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","81","81","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","433","15.5","Standard","N","N","20-50","2006","Y","N","135.68","0","0.0","0.0","0.0","0.0"
"175137531","Standard ","6","Direct Billed to Insured","Pre-paid","N","42876","35","1981","FORD F100 PU     ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","50-100 ","35000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","83","83","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","428","15.5","Preferred","N","N","40-100 ","2006","Y","N","132.5","0","0.0","0.0","0.0","0.0"
"175140831","Standard ","6","Direct Billed to Insured","Pre-paid","N","42978","30","1993","FORD RANGER      ","Standard","-1","6","1","Work    ","6","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","61","61","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","15.5","Hybrid","Y","N","20-50","2006","Y","N","133.56","0","0.0","0.0","0.0","0.0"
"175214932","Standard ","6","Direct Billed to Insured","Pre-paid","N","43947","31","2003","DODG DNGOSP-SXT  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","4","5000","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","57","57","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","439","15.5","Standard","Y","Y","100-200","2006","Y","N","389.02","1","1223.01","2.0","1223.01","3.14"
"175353631","Preferred","6","Direct Billed to Insured","Pre-paid","N","42349","13","1993","HOND ACCORD LX   ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","78","78","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","N","423","15.5","Hybrid","N","N","20-50","2006","Y","N","208.82","0","0.0","0.0","0.0","0.0"
"175546630","Standard ","6","Direct Billed to Insured","Pre-paid","N","42563","31","2004","KIA  OPTIMA LX-  ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Not Applicable","Y","3","1000","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","67","68","0","0","0","0","0","0","2","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","15.0","Preferred","Y","Y","40-100 ","2006","Y","N","471.7","0","0.0","0.0","0.0","0.0"
"175698431","Standard ","6","Direct Billed to Insured","Installment","N","42562","31","2006","CHEV SILVERADO   ","Standard","20000","17","99","Work    ","3","5","Unknown","Not Applicable","Y","1","1000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","425","15.5","Preferred","Y","Y","100-200","2006","Y","N","799.24","0","0.0","0.0","0.0","0.0"
"175955831","Standard ","6","Direct Billed to Insured","Installment","Y","43674","31","2002","CHEV TAHOE       ","Standard","-1","12","2","Pleasure","-1","5","Unknown","Not Applicable","Y","5","5000","100-300","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","57","58","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","436","15.3","Non-standard","N","Y","100-200","2006","Y","N","357.22","0","0.0","0.0","0.0","0.0"
"175990040","Standard ","6","Direct Billed to Insured","Pre-paid","N","42569","30","1992","BUIK RDMASTRLTD  ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","88","88","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","46.6","Hybrid","N","Y","20-50","2006","N","N","279.54","0","0.0","0.0","0.0","0.0"
"176055430","Standard ","6","Direct Billed to Insured","Pre-paid","N","42452","35","1987","CHEV VAN         ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","100-300","35000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","51","51","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","424","15.0","Preferred","N","N","100-200","2006","Y","N","124.02","0","0.0","0.0","0.0","0.0"
